epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,92.833,2.67008,2.37691,1.36565,0.03333,0.54054,0.13353,0.02518,2.84894,3.25355,1.72553,0.000231696,0.000231696,0.000231696
20,97.5288,2.32607,2.18901,1.32332,0.03,0.48649,0.04499,0.01615,2.91492,3.17625,1.70399,0.000237044,0.000237044,0.000237044
21,102.534,2.16635,2.04134,1.27007,0.03,0.48649,0.04499,0.01615,2.91492,3.17625,1.70399,0.0002416,0.0002416,0.0002416
22,108.057,2.07466,1.9678,1.22818,0.03167,0.51351,0.0546,0.01152,2.92489,3.08083,1.76432,0.000245364,0.000245364,0.000245364
23,113.115,2.24535,1.91375,1.23806,0.03167,0.51351,0.0546,0.01152,2.92489,3.08083,1.76432,0.000248336,0.000248336,0.000248336
24,118.808,2.16811,1.95124,1.32161,0.03167,0.51351,0.0546,0.01152,2.92489,3.08083,1.76432,0.000250516,0.000250516,0.000250516
25,124.225,2.16959,1.90015,1.23062,0.04,0.64865,0.14587,0.0474,2.87634,2.883,1.69318,0.000251904,0.000251904,0.000251904
26,128.954,2.18565,1.71592,1.25381,0.04,0.64865,0.14587,0.0474,2.87634,2.883,1.69318,0.0002525,0.0002525,0.0002525
27,133.94,2.29475,1.8935,1.27354,0.04,0.64865,0.14587,0.0474,2.87634,2.883,1.69318,0.000252304,0.000252304,0.000252304
28,138.753,2.17863,1.73967,1.22093,0.03667,0.59459,0.197,0.07146,2.80021,2.74224,1.59264,0.000251316,0.000251316,0.000251316
29,144.018,2.12948,1.63439,1.19968,0.03667,0.59459,0.197,0.07146,2.80021,2.74224,1.59264,0.000249536,0.000249536,0.000249536
30,149.38,2.29307,1.62498,1.27064,0.03667,0.59459,0.197,0.07146,2.80021,2.74224,1.59264,0.000246964,0.000246964,0.000246964
31,154.249,2.14054,1.68335,1.25496,0.04374,0.67568,0.17929,0.065,2.78345,2.66727,1.57993,0.0002436,0.0002436,0.0002436
32,158.834,2.00959,1.46342,1.17736,0.04374,0.67568,0.17929,0.065,2.78345,2.66727,1.57993,0.000239444,0.000239444,0.000239444
33,164.081,2.23352,1.54401,1.22091,0.04374,0.67568,0.17929,0.065,2.78345,2.66727,1.57993,0.000234496,0.000234496,0.000234496
34,169.718,2.01537,1.58241,1.19305,0.21897,0.43243,0.17366,0.05916,2.87927,2.61103,1.63392,0.000228756,0.000228756,0.000228756
35,174.831,2.11067,1.57201,1.22187,0.21897,0.43243,0.17366,0.05916,2.87927,2.61103,1.63392,0.000222224,0.000222224,0.000222224
36,179.899,2.04799,1.37101,1.18095,0.21897,0.43243,0.17366,0.05916,2.87927,2.61103,1.63392,0.0002149,0.0002149,0.0002149
37,184.66,2.04705,1.70545,1.28403,0.21897,0.43243,0.17366,0.05916,2.87927,2.61103,1.63392,0.000206784,0.000206784,0.000206784
38,190.63,1.9504,1.48927,1.18305,0.31558,0.27027,0.16029,0.04984,2.87496,2.55831,1.6806,0.000197876,0.000197876,0.000197876
39,196.432,2.03425,1.47465,1.28756,0.31558,0.27027,0.16029,0.04984,2.87496,2.55831,1.6806,0.000188176,0.000188176,0.000188176
40,201.641,2.46655,1.59002,1.27222,0.31558,0.27027,0.16029,0.04984,2.87496,2.55831,1.6806,0.000177684,0.000177684,0.000177684
41,206.806,1.95774,1.50762,1.24571,0.31558,0.27027,0.16029,0.04984,2.87496,2.55831,1.6806,0.0001664,0.0001664,0.0001664
42,211.774,2.21748,1.81858,1.23774,0.28059,0.23212,0.15673,0.0457,2.87441,2.49527,1.69399,0.000154324,0.000154324,0.000154324
43,216.415,1.95701,1.52417,1.24581,0.28059,0.23212,0.15673,0.0457,2.87441,2.49527,1.69399,0.000141456,0.000141456,0.000141456
44,221.716,2.05299,1.54445,1.23808,0.28059,0.23212,0.15673,0.0457,2.87441,2.49527,1.69399,0.000127796,0.000127796,0.000127796
45,226.598,1.87993,1.4354,1.18139,0.28059,0.23212,0.15673,0.0457,2.87441,2.49527,1.69399,0.000113344,0.000113344,0.000113344
46,231.191,1.94708,1.46918,1.18951,0.25133,0.27027,0.13032,0.04356,2.86461,2.44238,1.71736,9.81e-05,9.81e-05,9.81e-05
47,235.726,2.14224,1.68074,1.24052,0.25133,0.27027,0.13032,0.04356,2.86461,2.44238,1.71736,8.2064e-05,8.2064e-05,8.2064e-05
48,240.231,1.95924,1.57599,1.20028,0.25133,0.27027,0.13032,0.04356,2.86461,2.44238,1.71736,6.5236e-05,6.5236e-05,6.5236e-05
49,244.797,2.04843,1.48686,1.24005,0.25133,0.27027,0.13032,0.04356,2.86461,2.44238,1.71736,4.7616e-05,4.7616e-05,4.7616e-05
50,249.789,1.95148,1.53107,1.275,0.2567,0.2973,0.1279,0.0414,2.81495,2.3985,1.70442,2.9204e-05,2.9204e-05,2.9204e-05
1,13.3631,3.35738,4.57218,1.9359,0,0,0,0,3.40266,4.91434,2.22817,0,0,0
2,25.6255,3.20632,4.27262,1.91081,0.00333,0.05405,0.00184,0.00054,3.36418,4.46087,2.18491,1.9802e-05,1.9802e-05,1.9802e-05
3,37.2389,3.36294,3.80561,1.96121,0.40941,0.02703,0.0353,0.0093,3.22929,3.44338,2.05041,3.9208e-05,3.9208e-05,3.9208e-05
4,48.8453,3.6025,3.26526,1.8963,0.09339,0.10811,0.04301,0.01383,3.10888,2.84363,1.93743,5.8218e-05,5.8218e-05,5.8218e-05
5,60.7413,2.75924,2.82073,1.74323,0.08129,0.13514,0.03383,0.01158,2.93905,4.34008,1.76987,7.6832e-05,7.6832e-05,7.6832e-05
6,73.1955,3.04384,2.17231,1.64121,0.09819,0.18919,0.04376,0.01207,2.77498,6.44381,1.68348,9.505e-05,9.505e-05,9.505e-05
7,85.3773,2.7347,2.33703,1.78155,0.13971,0.13514,0.05614,0.01702,2.63896,7.02503,1.64322,0.000112872,0.000112872,0.000112872
8,97.3612,2.57234,2.15809,1.49071,0.2202,0.18919,0.0767,0.0269,2.59157,6.75919,1.59156,0.000130298,0.000130298,0.000130298
9,109.556,2.3993,1.85104,1.56494,0.2202,0.18919,0.0767,0.0269,2.59157,6.75919,1.59156,0.000147328,0.000147328,0.000147328
10,121.433,2.39586,1.7762,1.48461,0.16235,0.24324,0.13083,0.05875,2.4749,7.52697,1.58997,0.000163962,0.000163962,0.000163962
11,133.19,2.14539,1.6942,1.41317,0.16235,0.24324,0.13083,0.05875,2.4749,7.52697,1.58997,0.0001802,0.0001802,0.0001802
12,145.027,2.27938,1.70423,1.35187,0.2582,0.18919,0.14368,0.06647,2.5616,4.55061,1.71369,0.000196042,0.000196042,0.000196042
13,156.715,2.30502,1.62139,1.37352,0.2582,0.18919,0.14368,0.06647,2.5616,4.55061,1.71369,0.000211488,0.000211488,0.000211488
14,168.43,1.92558,1.52905,1.35585,0.21512,0.2973,0.16362,0.08085,2.66354,3.0575,1.82402,0.000226538,0.000226538,0.000226538
15,180.197,2.3433,1.52304,1.28056,0.21512,0.2973,0.16362,0.08085,2.66354,3.0575,1.82402,0.000241192,0.000241192,0.000241192
16,192.043,2.02051,1.5847,1.42529,0.28609,0.18919,0.16235,0.08507,2.72621,2.87703,1.82511,0.00025545,0.00025545,0.00025545
17,204.035,2.04679,1.30125,1.27467,0.28609,0.18919,0.16235,0.08507,2.72621,2.87703,1.82511,0.000269312,0.000269312,0.000269312
18,215.773,2.79019,1.60709,1.35508,0.17452,0.18919,0.13559,0.07853,2.86412,4.25261,1.92015,0.000282778,0.000282778,0.000282778
19,227.635,2.13113,1.47572,1.2004,0.17452,0.18919,0.13559,0.07853,2.86412,4.25261,1.92015,0.000295848,0.000295848,0.000295848
20,239.364,2.12409,1.77454,1.34306,0.21141,0.21622,0.11528,0.06416,3.00833,3.30325,1.93329,0.000308522,0.000308522,0.000308522
21,251.179,2.06728,1.49037,1.29388,0.21141,0.21622,0.11528,0.06416,3.00833,3.30325,1.93329,0.0003208,0.0003208,0.0003208
22,263.415,2.06039,1.8071,1.31645,0.1295,0.32432,0.08538,0.0283,2.87672,3.37805,1.64206,0.000332682,0.000332682,0.000332682
23,275.078,1.92073,1.56646,1.14177,0.1295,0.32432,0.08538,0.0283,2.87672,3.37805,1.64206,0.000344168,0.000344168,0.000344168
24,287.616,1.92461,1.43799,1.24527,0.1295,0.32432,0.08538,0.0283,2.87672,3.37805,1.64206,0.000355258,0.000355258,0.000355258
25,299.731,1.96099,1.35796,1.16042,0.22621,0.45827,0.15719,0.04275,2.74964,6.3652,1.56205,0.000365952,0.000365952,0.000365952
26,311.24,1.9,1.36921,1.18592,0.22621,0.45827,0.15719,0.04275,2.74964,6.3652,1.56205,0.00037625,0.00037625,0.00037625
27,322.94,2.06756,1.82559,1.20543,0.22621,0.45827,0.15719,0.04275,2.74964,6.3652,1.56205,0.000386152,0.000386152,0.000386152
28,334.425,1.89164,1.38633,1.12675,0.28576,0.37838,0.16435,0.05505,2.78867,4.05721,1.68146,0.000395658,0.000395658,0.000395658
29,346.27,1.78227,1.09978,1.14746,0.28576,0.37838,0.16435,0.05505,2.78867,4.05721,1.68146,0.000404768,0.000404768,0.000404768
30,358.363,1.94557,1.23777,1.17624,0.28576,0.37838,0.16435,0.05505,2.78867,4.05721,1.68146,0.000413482,0.000413482,0.000413482
31,370.035,1.80728,1.17769,1.17426,0.26264,0.26957,0.17283,0.08327,2.75206,4.25666,1.83965,0.0004218,0.0004218,0.0004218
32,381.419,1.78238,1.165,1.19717,0.26264,0.26957,0.17283,0.08327,2.75206,4.25666,1.83965,0.000429722,0.000429722,0.000429722
33,392.773,1.9034,1.20985,1.1763,0.26264,0.26957,0.17283,0.08327,2.75206,4.25666,1.83965,0.000437248,0.000437248,0.000437248
34,404.436,1.79928,1.32398,1.2139,0.23361,0.32432,0.18566,0.07537,2.79684,3.71719,2.00746,0.000444378,0.000444378,0.000444378
35,416.6,1.77573,1.0967,1.21794,0.23361,0.32432,0.18566,0.07537,2.79684,3.71719,2.00746,0.000451112,0.000451112,0.000451112
36,429.184,1.83777,1.0008,1.20398,0.23361,0.32432,0.18566,0.07537,2.79684,3.71719,2.00746,0.00045745,0.00045745,0.00045745
37,440.785,1.79809,1.36616,1.37987,0.23361,0.32432,0.18566,0.07537,2.79684,3.71719,2.00746,0.000463392,0.000463392,0.000463392
38,453.047,1.71153,1.04218,1.24226,0.28391,0.32432,0.18305,0.05807,2.77358,2.69414,1.96824,0.000468938,0.000468938,0.000468938
39,465.116,1.68442,1.11246,1.2805,0.28391,0.32432,0.18305,0.05807,2.77358,2.69414,1.96824,0.000474088,0.000474088,0.000474088
40,477.042,2.2601,1.35944,1.28133,0.28391,0.32432,0.18305,0.05807,2.77358,2.69414,1.96824,0.000478842,0.000478842,0.000478842
41,488.841,1.93463,1.18027,1.21202,0.28391,0.32432,0.18305,0.05807,2.77358,2.69414,1.96824,0.0004832,0.0004832,0.0004832
42,500.955,1.93087,1.16561,1.26884,0.27606,0.35135,0.18889,0.07422,2.78552,3.09423,2.01783,0.000487162,0.000487162,0.000487162
43,512.55,1.81555,1.17868,1.13575,0.27606,0.35135,0.18889,0.07422,2.78552,3.09423,2.01783,0.000490728,0.000490728,0.000490728
44,524.363,1.61913,0.95774,1.30456,0.27606,0.35135,0.18889,0.07422,2.78552,3.09423,2.01783,0.000493898,0.000493898,0.000493898
45,536.013,1.63318,1.14019,1.33961,0.27606,0.35135,0.18889,0.07422,2.78552,3.09423,2.01783,0.000496672,0.000496672,0.000496672
46,547.64,1.7573,0.96416,1.27134,0.22129,0.32432,0.2317,0.0901,2.81053,4.2971,2.04155,0.00049905,0.00049905,0.00049905
47,559.544,1.76343,0.93937,1.20311,0.22129,0.32432,0.2317,0.0901,2.81053,4.2971,2.04155,0.000501032,0.000501032,0.000501032
48,571.131,1.62067,0.94255,1.20146,0.22129,0.32432,0.2317,0.0901,2.81053,4.2971,2.04155,0.000502618,0.000502618,0.000502618
49,583.367,1.61418,0.97559,1.22946,0.22129,0.32432,0.2317,0.0901,2.81053,4.2971,2.04155,0.000503808,0.000503808,0.000503808
50,594.958,1.76546,0.95369,1.22842,0.35074,0.18919,0.23273,0.08395,2.85847,4.04095,1.99236,0.000504602,0.000504602,0.000504602
51,606.535,1.58273,0.87675,1.14851,0.35074,0.18919,0.23273,0.08395,2.85847,4.04095,1.99236,0.000505,0.000505,0.000505
52,618.016,1.56144,0.94986,1.15056,0.35074,0.18919,0.23273,0.08395,2.85847,4.04095,1.99236,0.000505002,0.000505002,0.000505002
53,630.058,1.45358,1.11729,1.14498,0.35074,0.18919,0.23273,0.08395,2.85847,4.04095,1.99236,0.000504608,0.000504608,0.000504608
54,642.462,1.59967,0.94006,1.10937,0.35074,0.18919,0.23273,0.08395,2.85847,4.04095,1.99236,0.000503818,0.000503818,0.000503818
55,654.143,1.53703,1.13067,1.11679,0.48356,0.20289,0.25304,0.09134,2.69509,2.7771,1.93957,0.000502632,0.000502632,0.000502632
56,666.034,1.59324,0.96342,1.18393,0.48356,0.20289,0.25304,0.09134,2.69509,2.7771,1.93957,0.00050105,0.00050105,0.00050105
57,678.213,1.70746,0.96201,1.1084,0.48356,0.20289,0.25304,0.09134,2.69509,2.7771,1.93957,0.000499072,0.000499072,0.000499072
58,690.036,1.40707,0.93177,1.06743,0.48356,0.20289,0.25304,0.09134,2.69509,2.7771,1.93957,0.000496698,0.000496698,0.000496698
59,702.491,1.40513,0.88928,1.05559,0.48356,0.20289,0.25304,0.09134,2.69509,2.7771,1.93957,0.000493928,0.000493928,0.000493928
60,714.389,1.7038,1.02797,1.06062,0.35252,0.21622,0.23662,0.08547,2.69395,2.47885,1.99215,0.000490762,0.000490762,0.000490762
61,726.032,1.60423,0.93883,1.12411,0.35252,0.21622,0.23662,0.08547,2.69395,2.47885,1.99215,0.0004872,0.0004872,0.0004872
62,738.171,1.47688,0.92687,1.09016,0.35252,0.21622,0.23662,0.08547,2.69395,2.47885,1.99215,0.000483242,0.000483242,0.000483242
63,749.974,1.50836,0.89841,1.08466,0.35252,0.21622,0.23662,0.08547,2.69395,2.47885,1.99215,0.000478888,0.000478888,0.000478888
64,761.691,1.56362,0.88355,1.11297,0.35252,0.21622,0.23662,0.08547,2.69395,2.47885,1.99215,0.000474138,0.000474138,0.000474138
65,773.552,1.46071,0.92872,1.17408,0.28742,0.2973,0.2263,0.09533,2.73924,3.1061,2.11748,0.000468992,0.000468992,0.000468992
66,785.628,1.40433,0.80925,1.10802,0.28742,0.2973,0.2263,0.09533,2.73924,3.1061,2.11748,0.00046345,0.00046345,0.00046345
67,797.162,1.50902,0.81685,1.10892,0.28742,0.2973,0.2263,0.09533,2.73924,3.1061,2.11748,0.000457512,0.000457512,0.000457512
68,808.703,1.36725,0.8497,1.16819,0.28742,0.2973,0.2263,0.09533,2.73924,3.1061,2.11748,0.000451178,0.000451178,0.000451178
69,820.326,1.46523,0.7864,1.02358,0.28742,0.2973,0.2263,0.09533,2.73924,3.1061,2.11748,0.000444448,0.000444448,0.000444448
70,832.332,1.46141,0.82669,1.11525,0.28742,0.2973,0.2263,0.09533,2.73924,3.1061,2.11748,0.000437322,0.000437322,0.000437322
71,844.377,1.51021,0.87441,1.05136,0.31847,0.32432,0.21937,0.08674,2.77355,3.63145,2.08345,0.0004298,0.0004298,0.0004298
72,855.771,1.44376,0.87167,1.03989,0.31847,0.32432,0.21937,0.08674,2.77355,3.63145,2.08345,0.000421882,0.000421882,0.000421882
73,867.311,1.3729,0.85473,1.10005,0.31847,0.32432,0.21937,0.08674,2.77355,3.63145,2.08345,0.000413568,0.000413568,0.000413568
74,878.88,1.23419,0.76279,1.03143,0.31847,0.32432,0.21937,0.08674,2.77355,3.63145,2.08345,0.000404858,0.000404858,0.000404858
75,891.195,1.42497,0.99272,1.02692,0.31847,0.32432,0.21937,0.08674,2.77355,3.63145,2.08345,0.000395752,0.000395752,0.000395752
76,903.046,1.33699,0.88002,1.05791,0.31847,0.32432,0.21937,0.08674,2.77355,3.63145,2.08345,0.00038625,0.00038625,0.00038625
77,915.231,1.38392,0.86742,1.16318,0.30186,0.40541,0.25502,0.09833,2.71956,3.20293,2.05801,0.000376352,0.000376352,0.000376352
78,927.617,1.24357,1.00533,1.12905,0.30186,0.40541,0.25502,0.09833,2.71956,3.20293,2.05801,0.000366058,0.000366058,0.000366058
79,939.217,1.35173,0.71606,1.01705,0.30186,0.40541,0.25502,0.09833,2.71956,3.20293,2.05801,0.000355368,0.000355368,0.000355368
80,951.031,1.50249,0.80075,1.05742,0.30186,0.40541,0.25502,0.09833,2.71956,3.20293,2.05801,0.000344282,0.000344282,0.000344282
81,963.015,1.10737,0.91438,1.00529,0.30186,0.40541,0.25502,0.09833,2.71956,3.20293,2.05801,0.0003328,0.0003328,0.0003328
82,975.388,1.38611,0.75672,1.02675,0.30186,0.40541,0.25502,0.09833,2.71956,3.20293,2.05801,0.000320922,0.000320922,0.000320922
83,987.636,1.34652,0.76102,1.06804,0.30186,0.40541,0.25502,0.09833,2.71956,3.20293,2.05801,0.000308648,0.000308648,0.000308648
84,999.347,1.54863,0.79993,1.08506,0.28815,0.43243,0.23991,0.09505,2.7632,2.50107,2.07821,0.000295978,0.000295978,0.000295978
85,1010.84,1.3361,0.74783,1.05406,0.28815,0.43243,0.23991,0.09505,2.7632,2.50107,2.07821,0.000282912,0.000282912,0.000282912
86,1022.43,1.30157,0.71405,1.05576,0.28815,0.43243,0.23991,0.09505,2.7632,2.50107,2.07821,0.00026945,0.00026945,0.00026945
87,1034.49,1.37534,0.76404,1.08688,0.28815,0.43243,0.23991,0.09505,2.7632,2.50107,2.07821,0.000255592,0.000255592,0.000255592
88,1046.32,1.29107,0.76391,1.10448,0.28815,0.43243,0.23991,0.09505,2.7632,2.50107,2.07821,0.000241338,0.000241338,0.000241338
89,1057.99,1.33414,0.74192,1.03612,0.28815,0.43243,0.23991,0.09505,2.7632,2.50107,2.07821,0.000226688,0.000226688,0.000226688
90,1069.93,1.27171,0.75192,1.03208,0.28815,0.43243,0.23991,0.09505,2.7632,2.50107,2.07821,0.000211642,0.000211642,0.000211642
91,1081.62,1.22087,0.77637,1.06659,0.26344,0.40541,0.21115,0.07773,2.75905,2.25477,2.06138,0.0001962,0.0001962,0.0001962
92,1093.23,1.21233,0.8455,1.02367,0.26344,0.40541,0.21115,0.07773,2.75905,2.25477,2.06138,0.000180362,0.000180362,0.000180362
93,1104.81,1.25128,0.73421,1.02678,0.26344,0.40541,0.21115,0.07773,2.75905,2.25477,2.06138,0.000164128,0.000164128,0.000164128
94,1116.5,1.26281,0.78297,1.07084,0.26344,0.40541,0.21115,0.07773,2.75905,2.25477,2.06138,0.000147498,0.000147498,0.000147498
95,1128.73,1.32743,0.82357,1.08904,0.26344,0.40541,0.21115,0.07773,2.75905,2.25477,2.06138,0.000130472,0.000130472,0.000130472
96,1141.22,1.16282,0.73088,1.07398,0.26344,0.40541,0.21115,0.07773,2.75905,2.25477,2.06138,0.00011305,0.00011305,0.00011305
97,1154.37,1.20252,0.78287,1.08442,0.26344,0.40541,0.21115,0.07773,2.75905,2.25477,2.06138,9.5232e-05,9.5232e-05,9.5232e-05
98,1167.5,1.39024,0.84738,1.03295,0.26344,0.40541,0.21115,0.07773,2.75905,2.25477,2.06138,7.7018e-05,7.7018e-05,7.7018e-05
99,1181.15,1.26339,0.81232,1.05024,0.2663,0.40541,0.21667,0.08363,2.73897,2.19001,2.03607,5.8408e-05,5.8408e-05,5.8408e-05
100,1194.21,1.27209,0.77847,1.0732,0.2663,0.40541,0.21667,0.08363,2.73897,2.19001,2.03607,3.9402e-05,3.9402e-05,3.9402e-05
